check_id,release,stage,section,entity,metric,expected,actual,unit,difference,status,method,source_document,source_page,source_url,notes,release_gate
N0348,FY 2025-26,adopted,Department rows,Non-Departmental — Health & Society,operating budget,7555500000,7555500000,cents,0,PASS,fresh appendix extraction → database,Appendix C,12,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0349,FY 2025-26,adopted,Department rows,Non-Departmental — Health & Society,capital budget,1650600000,1650600000,cents,0,PASS,fresh appendix extraction → database,Appendix J,13,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-j.pdf,,True
N0350,FY 2025-26,adopted,Department rows,Non-Departmental — Health & Society,funded positions,0,0,positions,0,PASS,fresh appendix extraction → database,Appendix C,12,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0351,FY 2025-26,adopted,Department rows,Non-Departmental — Health & Society,total budget,9206100000,9206100000,cents,0,PASS,fresh appendix extraction → database,Appendix C + Appendix J,"12, 13",https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0352,FY 2025-26,adopted,Department rows,General Government Improvement Fund — Health & Society,source row present,1,1,record,0,PASS,fresh appendix extraction → database,Appendix C / Appendix J,12,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0353,FY 2025-26,adopted,Department rows,General Government Improvement Fund — Health & Society,operating budget,838600000,838600000,cents,0,PASS,fresh appendix extraction → database,Appendix C,12,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0354,FY 2025-26,adopted,Department rows,General Government Improvement Fund — Health & Society,capital budget,0,0,cents,0,PASS,fresh appendix extraction → database,Appendix J,,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-j.pdf,,True
N0355,FY 2025-26,adopted,Department rows,General Government Improvement Fund — Health & Society,funded positions,0,0,positions,0,PASS,fresh appendix extraction → database,Appendix C,12,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0356,FY 2025-26,adopted,Department rows,General Government Improvement Fund — Health & Society,total budget,838600000,838600000,cents,0,PASS,fresh appendix extraction → database,Appendix C + Appendix J,12,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0357,FY 2025-26,adopted,Department rows,Transportation and Public Works — Economic Development,source row present,1,1,record,0,PASS,fresh appendix extraction → database,Appendix C / Appendix J,15,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0358,FY 2025-26,adopted,Department rows,Transportation and Public Works — Economic Development,operating budget,0,0,cents,0,PASS,fresh appendix extraction → database,Appendix C,,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0359,FY 2025-26,adopted,Department rows,Transportation and Public Works — Economic Development,capital budget,38300000,38300000,cents,0,PASS,fresh appendix extraction → database,Appendix J,15,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-j.pdf,,True
N0360,FY 2025-26,adopted,Department rows,Transportation and Public Works — Economic Development,total budget,38300000,38300000,cents,0,PASS,fresh appendix extraction → database,Appendix C + Appendix J,15,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0361,FY 2025-26,adopted,Department rows,Housing and Community Development — Economic Development,source row present,1,1,record,0,PASS,fresh appendix extraction → database,Appendix C / Appendix J,13,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0362,FY 2025-26,adopted,Department rows,Housing and Community Development — Economic Development,operating budget,8496900000,8496900000,cents,0,PASS,fresh appendix extraction → database,Appendix C,13,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0363,FY 2025-26,adopted,Department rows,Housing and Community Development — Economic Development,capital budget,0,0,cents,0,PASS,fresh appendix extraction → database,Appendix J,,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-j.pdf,,True
N0364,FY 2025-26,adopted,Department rows,Housing and Community Development — Economic Development,funded positions,35,35,positions,0,PASS,fresh appendix extraction → database,Appendix C,13,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0365,FY 2025-26,adopted,Department rows,Housing and Community Development — Economic Development,total budget,8496900000,8496900000,cents,0,PASS,fresh appendix extraction → database,Appendix C + Appendix J,13,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0366,FY 2025-26,adopted,Department rows,Aviation — Economic Development,source row present,1,1,record,0,PASS,fresh appendix extraction → database,Appendix C / Appendix J,"13, 14",https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0367,FY 2025-26,adopted,Department rows,Aviation — Economic Development,operating budget,77475100000,77475100000,cents,0,PASS,fresh appendix extraction → database,Appendix C,13,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0368,FY 2025-26,adopted,Department rows,Aviation — Economic Development,capital budget,69997400000,69997400000,cents,0,PASS,fresh appendix extraction → database,Appendix J,14,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-j.pdf,,True
N0369,FY 2025-26,adopted,Department rows,Aviation — Economic Development,funded positions,1762,1762,positions,0,PASS,fresh appendix extraction → database,Appendix C,13,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0370,FY 2025-26,adopted,Department rows,Aviation — Economic Development,total budget,147472500000,147472500000,cents,0,PASS,fresh appendix extraction → database,Appendix C + Appendix J,"13, 14",https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0371,FY 2025-26,adopted,Department rows,Seaport — Economic Development,source row present,1,1,record,0,PASS,fresh appendix extraction → database,Appendix C / Appendix J,"14, 15",https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0372,FY 2025-26,adopted,Department rows,Seaport — Economic Development,operating budget,17699300000,17699300000,cents,0,PASS,fresh appendix extraction → database,Appendix C,14,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0373,FY 2025-26,adopted,Department rows,Seaport — Economic Development,capital budget,82976200000,82976200000,cents,0,PASS,fresh appendix extraction → database,Appendix J,15,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-j.pdf,,True
N0374,FY 2025-26,adopted,Department rows,Seaport — Economic Development,funded positions,518,518,positions,0,PASS,fresh appendix extraction → database,Appendix C,14,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0375,FY 2025-26,adopted,Department rows,Seaport — Economic Development,total budget,100675500000,100675500000,cents,0,PASS,fresh appendix extraction → database,Appendix C + Appendix J,"14, 15",https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0376,FY 2025-26,adopted,Department rows,Miami-Dade Economic Advocacy Trust — Economic Development,source row present,1,1,record,0,PASS,fresh appendix extraction → database,Appendix C / Appendix J,13,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0377,FY 2025-26,adopted,Department rows,Miami-Dade Economic Advocacy Trust — Economic Development,operating budget,1462600000,1462600000,cents,0,PASS,fresh appendix extraction → database,Appendix C,13,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0378,FY 2025-26,adopted,Department rows,Miami-Dade Economic Advocacy Trust — Economic Development,capital budget,0,0,cents,0,PASS,fresh appendix extraction → database,Appendix J,,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-j.pdf,,True
N0379,FY 2025-26,adopted,Department rows,Miami-Dade Economic Advocacy Trust — Economic Development,funded positions,22,22,positions,0,PASS,fresh appendix extraction → database,Appendix C,13,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0380,FY 2025-26,adopted,Department rows,Miami-Dade Economic Advocacy Trust — Economic Development,total budget,1462600000,1462600000,cents,0,PASS,fresh appendix extraction → database,Appendix C + Appendix J,13,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0381,FY 2025-26,adopted,Department rows,Regulatory and Economic Resources — Economic Development,source row present,1,1,record,0,PASS,fresh appendix extraction → database,Appendix C / Appendix J,14,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0382,FY 2025-26,adopted,Department rows,Regulatory and Economic Resources — Economic Development,operating budget,0,0,cents,0,PASS,fresh appendix extraction → database,Appendix C,14,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0383,FY 2025-26,adopted,Department rows,Regulatory and Economic Resources — Economic Development,capital budget,0,0,cents,0,PASS,fresh appendix extraction → database,Appendix J,,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-j.pdf,,True
N0384,FY 2025-26,adopted,Department rows,Regulatory and Economic Resources — Economic Development,funded positions,0,0,positions,0,PASS,fresh appendix extraction → database,Appendix C,14,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0385,FY 2025-26,adopted,Department rows,Regulatory and Economic Resources — Economic Development,total budget,0,0,cents,0,PASS,fresh appendix extraction → database,Appendix C + Appendix J,14,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0386,FY 2025-26,adopted,Department rows,Non-Departmental — Economic Development,source row present,1,1,record,0,PASS,fresh appendix extraction → database,Appendix C / Appendix J,14,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0387,FY 2025-26,adopted,Department rows,Non-Departmental — Economic Development,operating budget,11910000000,11910000000,cents,0,PASS,fresh appendix extraction → database,Appendix C,14,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0388,FY 2025-26,adopted,Department rows,Non-Departmental — Economic Development,capital budget,2450000000,2450000000,cents,0,PASS,fresh appendix extraction → database,Appendix J,14,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-j.pdf,,True
N0389,FY 2025-26,adopted,Department rows,Non-Departmental — Economic Development,funded positions,0,0,positions,0,PASS,fresh appendix extraction → database,Appendix C,14,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0390,FY 2025-26,adopted,Department rows,Non-Departmental — Economic Development,total budget,14360000000,14360000000,cents,0,PASS,fresh appendix extraction → database,Appendix C + Appendix J,14,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0391,FY 2025-26,adopted,Department rows,Supervisor of Elections — General Government,source row present,1,1,record,0,PASS,fresh appendix extraction → database,Appendix C / Appendix J,15,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0392,FY 2025-26,adopted,Department rows,Supervisor of Elections — General Government,operating budget,0,0,cents,0,PASS,fresh appendix extraction → database,Appendix C,15,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0393,FY 2025-26,adopted,Department rows,Supervisor of Elections — General Government,capital budget,0,0,cents,0,PASS,fresh appendix extraction → database,Appendix J,,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-j.pdf,,True
N0394,FY 2025-26,adopted,Department rows,Supervisor of Elections — General Government,funded positions,0,0,positions,0,PASS,fresh appendix extraction → database,Appendix C,15,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0395,FY 2025-26,adopted,Department rows,Supervisor of Elections — General Government,total budget,0,0,cents,0,PASS,fresh appendix extraction → database,Appendix C + Appendix J,15,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0396,FY 2025-26,adopted,Department rows,Tax Collector — General Government,source row present,1,1,record,0,PASS,fresh appendix extraction → database,Appendix C / Appendix J,16,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0397,FY 2025-26,adopted,Department rows,Tax Collector — General Government,operating budget,0,0,cents,0,PASS,fresh appendix extraction → database,Appendix C,16,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0398,FY 2025-26,adopted,Department rows,Tax Collector — General Government,capital budget,0,0,cents,0,PASS,fresh appendix extraction → database,Appendix J,,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-j.pdf,,True
N0399,FY 2025-26,adopted,Department rows,Tax Collector — General Government,funded positions,0,0,positions,0,PASS,fresh appendix extraction → database,Appendix C,16,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0400,FY 2025-26,adopted,Department rows,Tax Collector — General Government,total budget,0,0,cents,0,PASS,fresh appendix extraction → database,Appendix C + Appendix J,16,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
